filename,person_index,label
20251202_161027.jpg,0,device_phone
20251202_161027.jpg,1,looking_teacher
20251202_161027.jpg,2,device_phone
20251202_161027.jpg,3,sleeping
20251202_161027.jpg,4,looking_teacher
20251202_161105.jpg,0,looking_teacher
20251202_161105.jpg,1,looking_teacher
20251202_161105.jpg,2,talking_seatmate
20251202_161105.jpg,3,looking_teacher
20251202_161105.jpg,4,talking_seatmate
20251202_161135.jpg,0,looking_teacher
20251202_161135.jpg,1,device_phone
20251202_161135.jpg,2,looking_teacher
20251202_161135.jpg,3,looking_away
20251202_161135.jpg,4,sleeping
20251202_161209.jpg,0,looking_teacher
20251202_161209.jpg,1,writing
20251202_161209.jpg,2,neutral
20251202_161209.jpg,3,neutral
20251202_161209.jpg,4,talking_seatmate
20251202_161209.jpg,5,device_laptop
20251202_161213.jpg,0,looking_teacher
20251202_161213.jpg,1,writing
20251202_161213.jpg,2,neutral
20251202_161213.jpg,3,device_laptop
20251202_161213.jpg,4,neutral
20251202_161213.jpg,5,talking_seatmate
20251202_161221.jpg,0,reading
20251202_161221.jpg,1,neutral
20251202_161221.jpg,2,talking_seatmate
20251202_161221.jpg,3,device_laptop
20251202_161221.jpg,4,neutral
20251202_161221.jpg,5,looking_away
20251202_161223.jpg,0,writing
20251202_161223.jpg,1,neutral
20251202_161223.jpg,2,sleeping
20251202_161223.jpg,3,device_laptop
20251202_161223.jpg,4,device_laptop
20251202_161229.jpg,0,sleeping
20251202_161229.jpg,1,writing
20251202_161229.jpg,2,neutral
20251202_161229.jpg,3,device_phone
20251202_161229.jpg,4,neutral
20251202_161229.jpg,5,device_laptop
20251202_161231.jpg,0,sleeping
20251202_161231.jpg,1,writing
20251202_161231.jpg,2,neutral
20251202_161231.jpg,3,device_phone
20251202_161231.jpg,4,device_laptop
20251202_161232.jpg,0,sleeping
20251202_161232.jpg,1,writing
20251202_161232.jpg,2,neutral
20251202_161232.jpg,3,device_phone
20251202_161232.jpg,4,device_laptop
20251202_161245.jpg,0,reading
20251202_161245.jpg,1,talking_seatmate
20251202_161245.jpg,2,looking_teacher
20251202_161245.jpg,3,looking_away
20251202_161245.jpg,4,device_laptop
20251202_161246.jpg,0,looking_away
20251202_161246.jpg,1,looking_away
20251202_161246.jpg,2,talking_seatmate
20251202_161246.jpg,3,looking_away
20251202_161246.jpg,4,device_laptop
20251202_161336.jpg,0,reading
20251202_161336.jpg,1,neutral
20251202_161336.jpg,2,device_laptop
20251202_161336.jpg,3,looking_teacher
20251202_161336.jpg,4,neutral
20251202_161336.jpg,5,neutral
20251202_161336.jpg,6,looking_away
20251202_161338.jpg,0,writing
20251202_161338.jpg,1,looking_away
20251202_161338.jpg,2,looking_away
20251202_161338.jpg,3,device_laptop
20251202_161338.jpg,4,neutral
20251202_161338.jpg,5,neutral
20251202_161338.jpg,6,talking_seatmate
20251202_161407.jpg,0,reading
20251202_161407.jpg,1,device_phone
20251202_161407.jpg,2,device_phone
20251202_161407.jpg,3,reading
20251202_161407.jpg,4,device_laptop
20251202_161407.jpg,5,device_phone
20251202_161407.jpg,6,neutral
20251202_161409.jpg,0,reading
20251202_161409.jpg,1,device_phone
20251202_161409.jpg,2,device_phone
20251202_161409.jpg,3,reading
20251202_161409.jpg,4,neutral
20251202_161409.jpg,5,device_phone
20251202_161411.jpg,0,reading
20251202_161411.jpg,1,device_phone
20251202_161411.jpg,2,talking_seatmate
20251202_161411.jpg,3,neutral
20251202_161411.jpg,4,reading
20251202_161411.jpg,5,talking_seatmate
20251202_161411.jpg,6,neutral
20251202_161412.jpg,0,reading
20251202_161412.jpg,1,device_phone
